filename,total_nloc,avg_nloc,avg_ccn,avg_token,function_cnt,ternary,LLC_0,LLC_10,LLC_20,LLC_30,LLC_40,rel_pub,rel_priv,rel_prot,sin_comm,sin_spell_err,multi_comm,doc_comm,sin_space,db_space,tab,total_var_count,avg_var_length,num_type1_var,num_type2_var,num_type3_var,num_var_misspell,total_num_tokens
jfiles/000.java,113.0,54.0,10.5,393.5,2.0,0.0,94.0,2.0,19.0,24.0,24.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,240.0,11.0,377.0,34.0,2.2058823529411766,32.0,2.0,0.0,2.0,494.0
jfiles/001.java,157.0,25.333333333333332,3.5,185.33333333333334,6.0,0.0,107.0,14.0,24.0,17.0,66.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,1305.0,516.0,145.0,77.0,5.0519480519480515,69.0,8.0,0.0,18.0,524.0
jfiles/002.java,44.0,19.5,3.5,120.5,2.0,0.0,39.0,1.0,10.0,8.0,10.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0,26.0,85.0,18.0,3.0,16.0,2.0,0.0,0.0,123.0
jfiles/003.java,81.0,17.5,2.5,130.75,4.0,0.0,51.0,3.0,17.0,11.0,19.0,75.0,12.5,12.5,1.0,0.0,0.0,0.0,1515.0,693.0,34.0,25.0,3.96,25.0,0.0,0.0,4.0,275.0
jfiles/004.java,61.0,12.5,1.75,89.75,4.0,0.0,34.0,3.0,13.0,9.0,20.0,75.0,12.5,12.5,1.0,0.0,0.0,0.0,773.0,326.0,19.0,31.0,4.193548387096774,29.0,2.0,0.0,4.0,189.0
jfiles/005.java,334.0,34.888888888888886,5.777777777777778,208.77777777777777,9.0,0.0,205.0,26.0,63.0,52.0,82.0,100.0,0.0,0.0,11.0,0.0,0.0,0.0,3759.0,1565.0,0.0,46.0,5.760869565217392,24.0,21.0,0.0,17.0,964.0
jfiles/006.java,334.0,34.888888888888886,5.777777777777778,208.77777777777777,9.0,0.0,205.0,26.0,63.0,52.0,82.0,100.0,0.0,0.0,11.0,0.0,0.0,0.0,3761.0,1565.0,0.0,46.0,5.760869565217392,24.0,21.0,0.0,17.0,964.0
jfiles/007.java,88.0,12.166666666666666,2.3333333333333335,52.5,6.0,0.0,75.0,4.0,17.0,11.0,16.0,75.0,0.0,25.0,1.0,0.0,0.0,0.0,767.0,294.0,0.0,12.0,4.583333333333333,9.0,1.0,0.0,2.0,171.0
jfiles/008.java,64.0,59.0,9.0,378.0,1.0,0.0,49.0,4.0,12.0,5.0,17.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1128.0,499.0,5.0,21.0,5.476190476190476,17.0,4.0,0.0,2.0,180.0
jfiles/009.java,157.0,149.0,20.0,890.0,1.0,0.0,103.0,6.0,31.0,16.0,44.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,2491.0,1084.0,1.0,46.0,5.3478260869565215,28.0,18.0,0.0,4.0,375.0
jfiles/010.java,69.0,63.0,9.0,321.0,1.0,0.0,49.0,3.0,13.0,6.0,18.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1004.0,428.0,2.0,18.0,6.888888888888889,12.0,4.0,2.0,6.0,146.0
jfiles/011.java,355.0,347.0,58.0,3121.0,1.0,0.0,188.0,30.0,48.0,41.0,176.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,3500.0,1397.0,264.0,218.0,7.564220183486238,112.0,102.0,4.0,26.0,1700.0
jfiles/012.java,217.0,41.2,8.0,240.6,5.0,0.0,143.0,25.0,46.0,28.0,66.0,88.88888888888889,11.11111111111111,0.0,1.0,0.0,0.0,0.0,1380.0,497.0,220.0,78.0,7.871794871794871,42.0,34.0,2.0,16.0,660.0
jfiles/013.java,86.0,39.0,8.0,268.0,2.0,0.0,112.0,10.0,18.0,18.0,24.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,843.0,326.0,55.0,43.0,7.441860465116279,21.0,18.0,4.0,10.0,291.0
jfiles/014.java,78.0,21.333333333333332,3.0,112.66666666666667,3.0,0.0,42.0,2.0,16.0,16.0,20.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,1197.0,521.0,2.0,25.0,5.92,18.0,7.0,0.0,6.0,206.0
jfiles/015.java,42.0,4.25,1.0,11.375,8.0,0.0,31.0,0.0,10.0,10.0,4.0,64.28571428571429,35.714285714285715,0.0,0.0,0.0,0.0,0.0,276.0,110.0,0.0,5.0,10.0,1.0,4.0,0.0,1.0,72.0
jfiles/016.java,89.0,17.75,3.0,108.25,4.0,0.0,46.0,0.0,13.0,22.0,27.0,15.384615384615385,84.61538461538461,0.0,1.0,0.0,0.0,0.0,1036.0,407.0,0.0,34.0,6.5588235294117645,19.0,15.0,0.0,5.0,359.0
jfiles/017.java,9.0,5.0,1.0,19.0,1.0,0.0,11.0,0.0,2.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,15.0,0.0,2.0,14.0,0.0,2.0,0.0,2.0,14.0
jfiles/018.java,51.0,14.333333333333334,2.3333333333333335,75.33333333333333,3.0,0.0,28.0,4.0,6.0,12.0,10.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,513.0,211.0,0.0,17.0,5.529411764705882,6.0,11.0,0.0,1.0,125.0
jfiles/019.java,17.0,10.0,2.0,74.0,1.0,0.0,12.0,0.0,6.0,2.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,38.0,0.0,8.0,6.75,6.0,2.0,0.0,0.0,44.0
jfiles/020.java,186.0,57.666666666666664,9.0,319.0,3.0,0.0,105.0,6.0,28.0,27.0,59.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,3266.0,1372.0,0.0,69.0,5.565217391304348,44.0,25.0,0.0,7.0,503.0
jfiles/AirlineProblem.java,97.0,12.285714285714286,3.142857142857143,85.42857142857143,7.0,0.0,32.0,13.0,18.0,18.0,42.0,63.63636363636363,36.36363636363637,0.0,11.0,0.0,0.0,1.0,1496.0,612.0,0.0,31.0,9.903225806451612,15.0,16.0,0.0,0.0,331.0
jfiles/ArrayExamples.java,91.0,11.125,3.375,92.5,8.0,0.0,60.0,7.0,27.0,14.0,41.0,100.0,0.0,0.0,6.0,0.0,5.0,0.0,474.0,0.0,239.0,28.0,4.5,26.0,2.0,0.0,0.0,467.0
jfiles/BinaryConverter.java,36.0,11.333333333333334,3.3333333333333335,74.33333333333333,3.0,0.0,20.0,6.0,9.0,9.0,9.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,530.0,190.0,0.0,11.0,3.0,9.0,2.0,0.0,2.0,147.0
jfiles/CreateASet.java,50.0,15.333333333333334,3.0,140.0,3.0,0.0,22.0,6.0,11.0,5.0,30.0,75.0,25.0,0.0,4.0,0.0,2.0,0.0,795.0,266.0,0.0,21.0,6.0476190476190474,15.0,6.0,0.0,2.0,227.0
jfiles/DemoClass.java,70.0,3.8823529411764706,1.0,17.176470588235293,17.0,0.0,34.0,11.0,15.0,26.0,17.0,94.73684210526315,5.263157894736842,0.0,18.0,1.0,4.0,2.0,806.0,314.0,0.0,3.0,1.6666666666666667,3.0,0.0,0.0,0.0,130.0
jfiles/Die.java,48.0,5.125,2.0,29.75,8.0,0.0,52.0,4.0,24.0,8.0,38.0,76.92307692307693,23.076923076923077,0.0,1.0,0.0,9.0,0.0,962.0,243.0,0.0,8.0,9.25,2.0,5.0,1.0,0.0,167.0
jfiles/EnhancedFor.java,49.0,7.666666666666667,1.8333333333333333,53.0,6.0,0.0,22.0,5.0,16.0,6.0,20.0,100.0,0.0,0.0,11.0,0.0,0.0,0.0,175.0,0.0,97.0,13.0,3.3076923076923075,13.0,0.0,0.0,0.0,172.0
jfiles/FilterExample.java,49.0,11.25,4.5,100.75,4.0,0.0,28.0,8.0,6.0,10.0,23.0,33.33333333333333,66.66666666666666,0.0,8.0,1.0,1.0,0.0,237.0,0.0,122.0,20.0,5.7,14.0,4.0,2.0,0.0,254.0
jfiles/FreqTableExampleOriginal.java,90.0,20.0,5.0,133.75,4.0,0.0,49.0,12.0,21.0,14.0,38.0,83.33333333333334,16.666666666666664,0.0,18.0,3.0,0.0,0.0,1242.0,442.0,0.0,24.0,3.625,21.0,2.0,1.0,6.0,298.0
jfiles/GenericList (1).java,115.0,6.5,2.0625,41.125,16.0,0.0,50.0,15.0,32.0,31.0,25.0,65.21739130434783,30.434782608695656,4.3478260869565215,13.0,4.0,0.0,0.0,1407.0,553.0,0.0,20.0,5.95,14.0,3.0,3.0,0.0,401.0
jfiles/GenericList.java,90.0,7.083333333333333,2.0,43.666666666666664,12.0,0.0,49.0,13.0,26.0,30.0,45.0,68.75,31.25,0.0,17.0,6.0,7.0,0.0,1524.0,491.0,0.0,21.0,5.476190476190476,14.0,6.0,1.0,0.0,338.0
jfiles/GenericListVersion2.java,124.0,6.277777777777778,1.7777777777777777,35.44444444444444,18.0,0.0,66.0,18.0,35.0,40.0,49.0,64.0,36.0,0.0,19.0,6.0,7.0,0.0,1933.0,666.0,0.0,26.0,5.615384615384615,18.0,7.0,1.0,1.0,417.0
jfiles/IntListTesterVer1.java,9.0,7.0,1.0,64.0,1.0,0.0,4.0,0.0,1.0,1.0,6.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,32.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,32.0
jfiles/IntListTesterVer2.java,35.0,33.0,3.0,307.0,1.0,0.0,10.0,8.0,3.0,6.0,17.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,425.0,162.0,0.0,8.0,3.0,8.0,0.0,0.0,0.0,140.0
jfiles/IntListVer1.java,14.0,4.5,1.0,20.0,2.0,0.0,14.0,1.0,9.0,4.0,13.0,50.0,50.0,0.0,4.0,1.0,3.0,0.0,296.0,72.0,0.0,3.0,7.666666666666667,0.0,2.0,1.0,0.0,38.0
jfiles/IntListVer2.java,68.0,9.0,2.5714285714285716,55.857142857142854,7.0,0.0,35.0,11.0,24.0,19.0,42.0,63.63636363636363,36.36363636363637,0.0,17.0,6.0,6.0,0.0,1274.0,397.0,0.0,17.0,5.588235294117647,12.0,4.0,1.0,0.0,256.0
jfiles/IntListVer3.java,95.0,7.5,2.25,46.583333333333336,12.0,0.0,55.0,16.0,29.0,32.0,58.0,68.75,31.25,0.0,18.0,6.0,10.0,0.0,1843.0,555.0,2.0,21.0,5.761904761904762,14.0,6.0,1.0,0.0,368.0
jfiles/Life.java,69.0,9.428571428571429,4.285714285714286,74.28571428571429,7.0,1.0,26.0,15.0,12.0,9.0,19.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,865.0,336.0,0.0,22.0,2.8181818181818183,20.0,2.0,0.0,0.0,309.0
jfiles/LinkedList.java,118.0,8.75,2.25,45.833333333333336,12.0,0.0,41.0,24.0,49.0,24.0,9.0,60.0,40.0,0.0,12.0,0.0,0.0,0.0,1502.0,614.0,0.0,32.0,5.15625,23.0,9.0,0.0,0.0,364.0
jfiles/ListNode.java,20.0,2.5,1.0,11.333333333333334,6.0,0.0,31.0,1.0,21.0,7.0,15.0,77.77777777777779,22.22222222222222,0.0,3.0,0.0,7.0,0.0,246.0,1.0,66.0,2.0,6.0,0.0,2.0,0.0,0.0,48.0
jfiles/MineSweeper.java,17.0,6.5,5.0,64.5,2.0,0.0,8.0,0.0,1.0,7.0,4.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,41.0,4.0,3.75,2.0,2.0,0.0,0.0,94.0
jfiles/ObjectVarsAsParameters.java,26.0,5.75,1.0,48.25,4.0,0.0,12.0,1.0,6.0,2.0,14.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,49.0,2.0,2.0,2.0,0.0,0.0,0.0,103.0
jfiles/PrimeEx.java,86.0,16.4,4.0,116.6,5.0,1.0,27.0,18.0,19.0,15.0,23.0,100.0,0.0,0.0,3.0,0.0,1.0,0.0,261.0,0.0,196.0,33.0,4.636363636363637,21.0,6.0,6.0,2.0,345.0
jfiles/PrimitiveParameters.java,30.0,6.75,1.0,53.0,4.0,0.0,9.0,8.0,4.0,1.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,51.0,6.0,2.0,6.0,0.0,0.0,0.0,132.0
jfiles/ReadAndPrintScores.java,17.0,11.0,3.0,64.0,1.0,0.0,7.0,1.0,3.0,4.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.0,11.0,2.0,1.0,2.0,0.0,0.0,0.0,28.0
jfiles/RecursionExampleDirectory.java,88.0,7.090909090909091,2.0,46.81818181818182,11.0,0.0,38.0,16.0,22.0,16.0,18.0,80.0,20.0,0.0,6.0,0.0,0.0,0.0,229.0,0.0,189.0,33.0,5.090909090909091,22.0,11.0,0.0,0.0,330.0
jfiles/ScannerAndKeyboard.java,10.0,6.0,1.0,51.0,1.0,0.0,5.0,0.0,0.0,3.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,10.0,4.0,2.5,4.0,0.0,0.0,0.0,26.0
jfiles/SimpleWordCounter.java,28.0,21.0,5.0,163.0,1.0,0.0,10.0,2.0,8.0,6.0,8.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,345.0,146.0,0.0,9.0,4.0,7.0,2.0,0.0,0.0,82.0
jfiles/SortedIntList.java,15.0,4.333333333333333,1.6666666666666667,20.666666666666668,3.0,0.0,9.0,4.0,2.0,3.0,4.0,100.0,0.0,0.0,3.0,1.0,0.0,0.0,150.0,60.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,35.0
jfiles/Stopwatch.java,18.0,2.4,1.0,13.2,5.0,0.0,22.0,0.0,9.0,7.0,5.0,77.77777777777779,22.22222222222222,0.0,0.0,0.0,5.0,0.0,94.0,8.0,33.0,3.0,10.0,0.0,2.0,1.0,1.0,44.0
jfiles/StringExample.java,23.0,21.0,1.0,178.0,1.0,0.0,5.0,3.0,2.0,16.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,48.0,20.0,1.8,20.0,0.0,0.0,0.0,111.0
jfiles/URLExpSimple.java,22.0,16.0,3.0,108.0,1.0,0.0,8.0,4.0,4.0,5.0,5.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,215.0,88.0,0.0,8.0,3.75,6.0,2.0,0.0,0.0,51.0
jfiles/UnsortedHashSet.java,36.0,7.25,2.5,57.25,4.0,0.0,17.0,4.0,10.0,8.0,7.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,363.0,142.0,0.0,11.0,5.2727272727272725,8.0,2.0,1.0,0.0,147.0
jfiles/UnsortedSetTest.java,108.0,16.333333333333332,2.0,143.0,6.0,0.0,25.0,21.0,11.0,31.0,48.0,100.0,0.0,0.0,16.0,1.0,0.0,0.0,1325.0,483.0,0.0,49.0,6.020408163265306,29.0,20.0,0.0,2.0,406.0
jfiles/WordCount (1).java,125.0,10.363636363636363,2.272727272727273,77.27272727272727,11.0,0.0,57.0,15.0,15.0,22.0,64.0,25.0,75.0,0.0,14.0,2.0,1.0,0.0,1798.0,652.0,0.0,45.0,5.533333333333333,31.0,12.0,2.0,2.0,432.0
jfiles/WriteToFile.java,20.0,14.0,3.0,88.0,1.0,0.0,9.0,1.0,7.0,4.0,4.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,55.0,0.0,35.0,7.0,3.5714285714285716,5.0,0.0,2.0,0.0,48.0
jfiles/forloop.java,13.0,5.5,2.0,39.0,2.0,0.0,4.0,2.0,2.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,20.0,6.0,5.333333333333333,4.0,0.0,2.0,0.0,51.0
jfiles/loop.java,14.0,6.0,2.0,41.0,2.0,0.0,6.0,2.0,4.0,1.0,6.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,1.0,24.0,7.0,5.571428571428571,7.0,0.0,0.0,0.0,54.0
